PeaFieldMature_CardInteractions[4].ActionName,Add Weak Fertilizer,Add Weak Fertilizer
RyeFieldGrowing_CardInteractions[4].ActionName,Add Weak Fertilizer,Add Weak Fertilizer
RyeFieldMature_CardInteractions[4].ActionName,Add Weak Fertilizer,Add Weak Fertilizer
TilledField_CardInteractions[4].ActionName,Add Weak Fertilizer,Add Weak Fertilizer
TurnrootFieldGrowing_CardInteractions[4].ActionName,Add Weak Fertilizer,Add Weak Fertilizer
TurnrootFieldMature_CardInteractions[4].ActionName,Add Weak Fertilizer,Add Weak Fertilizer
LQ_Wort_CardInteractions[0].ActionName,Add Yeast,Add Yeast
ADD_TO_BLUEPRINT,Add {0} to {1},Add {0} to {1}
Imp_MudHutConstructionDoorExitEast_CardDescription,Adds an additional room to your hut.,Adds an additional room to your hut.
Imp_MudHutConstructionDoorExitNorth_CardDescription,Adds an additional room to your hut.,Adds an additional room to your hut.
Imp_MudHutConstructionDoorExitSouth_CardDescription,Adds an additional room to your hut.,Adds an additional room to your hut.
Imp_MudHutConstructionDoorExitWest_CardDescription,Adds an additional room to your hut.,Adds an additional room to your hut.
Imp_MudHutConstructionLocationCellarDown_CardDescription,Adds an additional room to your hut.,Adds an additional room to your hut.
Imp_MudHutConstructionLocationCellarEast_CardDescription,Adds an additional room to your hut.,Adds an additional room to your hut.
Imp_MudHutConstructionLocationCellarNorth_CardDescription,Adds an additional room to your hut.,Adds an additional room to your hut.
Imp_MudHutConstructionLocationCellarSouth_CardDescription,Adds an additional room to your hut.,Adds an additional room to your hut.
Imp_MudHutConstructionLocationCellarWest_CardDescription,Adds an additional room to your hut.,Adds an additional room to your hut.
Imp_MudHutConstructionLocationEnclosureEast_CardDescription,Adds an additional room to your hut.,Adds an additional room to your hut.
Imp_MudHutConstructionLocationEnclosureNorth_CardDescription,Adds an additional room to your hut.,Adds an additional room to your hut.
Imp_MudHutConstructionLocationEnclosureSouth_CardDescription,Adds an additional room to your hut.,Adds an additional room to your hut.
Imp_MudHutConstructionLocationEnclosureUp_CardDescription,Adds an additional room to your hut.,Adds an additional room to your hut.
Imp_MudHutConstructionLocationEnclosureWest_CardDescription,Adds an additional room to your hut.,Adds an additional room to your hut.
Imp_MudHutConstructionLocationRoomEast_CardDescription,Adds an additional room to your hut.,Adds an additional room to your hut.
Imp_MudHutConstructionLocationRoomNorth_CardDescription,Adds an additional room to your hut.,Adds an additional room to your hut.
Imp_MudHutConstructionLocationRoomSouth_CardDescription,Adds an additional room to your hut.,Adds an additional room to your hut.
Imp_MudHutConstructionLocationRoomUp_CardDescription,Adds an additional room to your hut.,Adds an additional room to your hut.
Imp_MudHutConstructionLocationRoomWest_CardDescription,Adds an additional room to your hut.,Adds an additional room to your hut.
Imp_MudHutExpansionLeft_CardDescription,Adds an additional room to your hut.,Adds an additional room to your hut.
Imp_MudHutExpansionRight_CardDescription,Adds an additional room to your hut.,Adds an additional room to your hut.
Pregnancy_Statuses[4].GameName,Advaced Pregnancy,Advaced Pregnancy
Pregnancy_Statuses[5].GameName,Advaced Pregnancy,Advaced Pregnancy
Tab_Cooking_Advanced_TabName,Advanced,Advanced
Tab_Tailoring_Advanced_TabName,Advanced,Advanced
AdvancedPottery_Completed_Event_CardName,Advanced  Pottery Complete,Advanced  Pottery Complete
AdvancedPottery_Completed_Event_CardName*,Advanced  Pottery Complete,Advanced  Pottery Complete
tag_AdvancedAxe_InGameName,Advanced Axe,Advanced Axe
tag_CutterAdv_InGameName,Advanced Cutter,Advanced Cutter
tag_DecorationAdv_InGameName,Advanced Decoration,Advanced Decoration
AdvancedMagic_Completed_ObjectiveDescription,Advanced Magic,Advanced Magic
AdvancedMagic_Main_QuestTitle,Advanced Magic,Advanced Magic
AdvancedMagic_Completed_Event_CardName,Advanced Magic Complete,Advanced Magic Complete
AdvancedPottery_Completed_ObjectiveDescription,Advanced Pottery,Advanced Pottery
AdvancedPottery_Completed_ObjectiveDescription*,Advanced Pottery,Advanced Pottery
AdvancedPottery_Main_QuestTitle,Advanced Pottery,Advanced Pottery
AdvancedPottery_Main_QuestTitle*,Advanced Pottery,Advanced Pottery
Tab_2_Construction_Subtab_2_AdvancedTools_TabName,Advanced Tools,Advanced Tools
Event_FluteTunes2_DismantleActions[2].ActionName,Advanced Tune,Advanced Tune
Event_NewTuneAdvanced_CardName,Advanced Tune,Advanced Tune
Energy_Description,Affects your stamina recovery rate. Gained by spending stamina and recovered through prolongued resting.,スタミナの回復速度に影響する。スタミナを消費することで得られ、長期の休息で回復する。
Cabin_Progress.CardStatName,Affinity,Affinity
MudHutConstructionLocationRoom_Progress.CardStatName,Affinity,Affinity
MudHutConstructionStartingPointMudHut_Progress.CardStatName,Affinity,Affinity
MudHutExpansionLeft_Progress.CardStatName,Affinity,Affinity
MudHutExpansionRight_Progress.CardStatName,Affinity,Affinity
MudHut_Progress.CardStatName,Affinity,Affinity
Tab_6_Farming_Subtab_1_Agriculture_TabName,Agriculture,農業
AlcoholEffect_GameName,Alcohol,Alcohol
GpTag_Alcohol_TabName,Alcohol,Alcohol
KilnExtinguished_CookingRecipes[0].ActionName,Alembic,Alembic
Kiln_CookingRecipes[0].ActionName,Alembic,Alembic
AlertnessAid_Statuses[0].GameName,Alertness Aid,Alertness Aid
AlertnessAid_Statuses[1].GameName,Alertness Aid,Alertness Aid
AlertnessAid_Statuses[2].GameName,Alertness Aid,Alertness Aid
AlertnessAid_Statuses[3].GameName,Alertness Aid,Alertness Aid
AlertnessAid_Statuses[4].GameName,Alertness Aid,Alertness Aid
AlertnessAid_Statuses[5].GameName,Alertness Aid,Alertness Aid
LQ_SpiritDeer_DismantleActions[0].ActionName,Alertness Aid,Alertness Aid
FULL_GAME_FEATURES,"All Characters + Character Creator\nAll Island Environments, Animals, Crops and Blueprints","All Characters + Character Creator\nAll Island Environments, Animals, Crops and Blueprints"
Pk_0_0_AllKnowing_PerkName,All Knowing,全知
Rash_Statuses[1].Description,All red and really itchy.,All red and really itchy.
FrostleafEffect_Description,Alleviates inflamation and provides a mild numbing effect against pain and headaches. ,Alleviates inflamation and provides a mild numbing effect against pain and headaches. 
FrostleafPasteEffect_Description,Alleviates inflamation and provides a mild numbing effect against pain.,Alleviates inflamation and provides a mild numbing effect against pain.
Bp_SoothingPaste_CardDescription,"Alleviates inflamation, rashes and burns. Numbs pain and is ideal for treating foot and hand damage.","Alleviates inflamation, rashes and burns. Numbs pain and is ideal for treating foot and hand damage."
SoothingPasteApplied_Description,"Alleviates inflamation, rashes and burns. Numbs pain and is ideal for treating foot and hand damage.","Alleviates inflamation, rashes and burns. Numbs pain and is ideal for treating foot and hand damage."
SoothingPaste_CardDescription,"Alleviates inflamation, rashes and burns. Numbs pain and is ideal for treating foot and hand damage.","Alleviates inflamation, rashes and burns. Numbs pain and is ideal for treating foot and hand damage."
ALLOWED_CHARACTERS,Allowed Characters,Allowed Characters
Courage_Description,Allows you to perform painful or dangerous actions you would otherwise not be able to do. It also helps you recover from being demoralized or frightened faster.,普通ならできないような痛みや危険な動作ができるようになる。 また、戦意喪失や怯えからの回復も早くなる。
SAFETY_MODE_DESC,Allows you to restart the day from the menu or when you die.,Allows you to restart the day from the menu or when you die.
BrimstoneGelProtection_Statuses[0].GameName,Aloe Vera Applied,Aloe Vera Applied
AlteredMindstate_GameName,Altered Mindstate,Altered Mindstate
AlteredMindstate_Statuses[2].GameName,Altered Mindstate,Altered Mindstate
AlteredMindstate_Statuses[3].GameName,Altered Mindstate,Altered Mindstate
Psylocibin_Description,Alters your mind state and increases your morale.,Alters your mind state and increases your morale.
AMBIENCE,Ambience,環境音
AmbushAid_Statuses[0].GameName,Ambush Aid,Ambush Aid
AmbushAid_Statuses[1].GameName,Ambush Aid,Ambush Aid
AmbushAid_Statuses[2].GameName,Ambush Aid,Ambush Aid
AmbushAid_Statuses[3].GameName,Ambush Aid,Ambush Aid
AmbushAid_Statuses[4].GameName,Ambush Aid,Ambush Aid
AmbushAid_Statuses[5].GameName,Ambush Aid,Ambush Aid
LQ_SpiritFox_DismantleActions[1].ActionName,Ambush Aid,Ambush Aid
Amulet_CardName,Amulet,Amulet
Bp_Amulet_CardName*,Amulet,Amulet
Infection_Systemic_Description,"An ailment that arises when bacteria enter the system in large numbers, often through infected wounds. Symptoms include fever and fatigue.\nIf left untreated it can lead to sepsis and death.","An ailment that arises when bacteria enter the system in large numbers, often through infected wounds. Symptoms include fever and fatigue.\nIf left untreated it can lead to sepsis and death."
SpiritShrine_Earth_SacredOak_CardDescription,An ancient oak. There's something special about it.,An ancient oak. There's something special about it.
Imp_MudHutEnclosure_CardDescription,An annexed enclosure for keeping animals.,An annexed enclosure for keeping animals.
SnowMan_CardDescription,An ephemeral work of art.,An ephemeral work of art.
HookBone_CardDescription,An essential component for a fishing rod.,An essential component for a fishing rod.
LQ_Oil_CardDescription,An essential food ingredient.,An essential food ingredient.
OakLogPiecePlacedStool_CardDescription,An improvised stool. Increases comfort and helps you with crafting.,An improvised stool. Increases comfort and helps you with crafting.
PineLogPiecePlacedStool_CardDescription,An improvised stool. Increases comfort and helps you with crafting.,An improvised stool. Increases comfort and helps you with crafting.
Agent_Trader_AgentDescription,An old traveller and his mule companion are camping here. ,An old traveller and his mule companion are camping here. 
Bp_Cellar_CardDescription,"An underground room, food stored here will last longer.","An underground room, food stored here will last longer."
Cellar_CardDescription,"An underground room, food stored here will last longer.","An underground room, food stored here will last longer."
MudHutConstructionLocationCellar_CardDescription,"An underground room, food stored here will last longer.","An underground room, food stored here will last longer."
MudHutConstructionStartingPointCellar_CardDescription,"An underground room, food stored here will last longer.","An underground room, food stored here will last longer."
ClothSmall_SpecialDurability3.CardStatName,Analgesic Factor,Analgesic Factor
HealersMossBoiled_SpecialDurability3.CardStatName,Analgesic Factor,Analgesic Factor
HealersMoss_SpecialDurability3.CardStatName,Analgesic Factor,Analgesic Factor
OLD_HealersMoss_OldHealingFactors_SpecialDurability3.CardStatName,Analgesic Factor,Analgesic Factor
RiverPoultice_SpecialDurability3.CardStatName,Analgesic Factor,Analgesic Factor
Splint_SpecialDurability3.CardStatName,Analgesic Factor,Analgesic Factor
W_Abrasion_SpecialDurability3.CardStatName,Analgesic Factor,Analgesic Factor
W_ArmFractureL_SpecialDurability3.CardStatName,Analgesic Factor,Analgesic Factor
W_ArmFractureR_SpecialDurability3.CardStatName,Analgesic Factor,Analgesic Factor
W_ArmLacerationLStitched_SpecialDurability3.CardStatName,Analgesic Factor,Analgesic Factor
W_ArmLacerationL_SpecialDurability3.CardStatName,Analgesic Factor,Analgesic Factor
W_ArmLacerationRStitched_SpecialDurability3.CardStatName,Analgesic Factor,Analgesic Factor
W_ArmLacerationR_SpecialDurability3.CardStatName,Analgesic Factor,Analgesic Factor
W_ArmSprainedL_SpecialDurability3.CardStatName,Analgesic Factor,Analgesic Factor
W_ArmSprainedR_SpecialDurability3.CardStatName,Analgesic Factor,Analgesic Factor
W_BiteWound_SpecialDurability3.CardStatName,Analgesic Factor,Analgesic Factor
W_Bruise_SpecialDurability3.CardStatName,Analgesic Factor,Analgesic Factor
W_ClawMarks_SpecialDurability3.CardStatName,Analgesic Factor,Analgesic Factor
W_FireBurn_SpecialDurability3.CardStatName,Analgesic Factor,Analgesic Factor
W_Frostbite_SpecialDurability3.CardStatName,Analgesic Factor,Analgesic Factor
W_Frostnip_SpecialDurability3.CardStatName,Analgesic Factor,Analgesic Factor
W_LegFractureL_SpecialDurability3.CardStatName,Analgesic Factor,Analgesic Factor
W_LegFractureR_SpecialDurability3.CardStatName,Analgesic Factor,Analgesic Factor
W_LegLacerationLStitched_SpecialDurability3.CardStatName,Analgesic Factor,Analgesic Factor
W_LegLacerationL_SpecialDurability3.CardStatName,Analgesic Factor,Analgesic Factor
W_LegLacerationRStitched_SpecialDurability3.CardStatName,Analgesic Factor,Analgesic Factor
W_LegLacerationR_SpecialDurability3.CardStatName,Analgesic Factor,Analgesic Factor
W_LegSprainedL_SpecialDurability3.CardStatName,Analgesic Factor,Analgesic Factor
W_LegSprainedR_SpecialDurability3.CardStatName,Analgesic Factor,Analgesic Factor
W_MinorLacerationStitched_SpecialDurability3.CardStatName,Analgesic Factor,Analgesic Factor
W_MinorLaceration_SpecialDurability3.CardStatName,Analgesic Factor,Analgesic Factor
W_Puncture_SpecialDurability3.CardStatName,Analgesic Factor,Analgesic Factor
W_RibFracture_SpecialDurability3.CardStatName,Analgesic Factor,Analgesic Factor
W_WolfBite_SpecialDurability3.CardStatName,Analgesic Factor,Analgesic Factor
AnimalHusbandry_Completed_ObjectiveDescription,Animal Husbandry,Animal Husbandry
AnimalHusbandry_Main_QuestTitle,Animal Husbandry,Animal Husbandry
Tab_6_Farming_Subtab_2_AnimalHusbandry_TabName,Animal Husbandry,Animal Husbandry
AnimalHusbandry_Completed_Event_CardName,Animal Husbandry Complete,Animal Husbandry Complete
Tab_Farming_Animals_TabName,Animals,Animals
Stat_StealthMalus_Statuses[0].GameName,Animals noticed your Actions,Animals noticed your Actions
AntibioticsEffect_GameName,Antibiotics,Antibiotics
AntlerPick_CardName,Antler,Antler
AnxietyCounter_GameName,Anxiety Counter,Anxiety Counter
Event_AnxietyAttack_CardName,Anxiety is getting out of control!,Anxiety is getting out of control!
Pk_4_3_Anxious_PerkName,Anxious,心配性
Appetite_GameName,Appetite,Appetite
Pkg_Appetite_GroupName,Appetite,Appetite
Appetite_Description,"Appetite governs the rate at which you get hungry. A higher appetite means you'll need to consume more food, making it easier to gain weight but also stressing you more if food is not available. Conversely, a low appetite will make it harder for you to gain weight but also put less pressure on you if food is scarce. \n\nRegular overeating can increase your appetite, while being very hungry can decrease it. ",食欲は空腹になる速度を支配する。 食欲が旺盛であれば、より多くの食物を摂取する必要があり、体重が増えやすくなるが、食物が手に入らなければストレスも大きくなる。 逆に、食欲が低いと体重は増えにくくなるが、食べ物が不足している場合のプレッシャーも少なくなる。\n\n慢性的な過食は食欲を増進させ、空腹は食欲を減退させる。
AppleweedPlantedMature_CardName,Appleweed,Appleweed
GpTag_Appleweed_TabName,Appleweed,Appleweed
AppleWeedEffect_GameName,Appleweed Effect,Appleweed Effect
AppleWeedPowder_CardName,Appleweed Powder,Appleweed Powder
LQ_AppleweedTea_CardName,Appleweed Tea,Appleweed Tea
AppleweedFresh_UsageDurability.OnFull.ActionDescription,Appleweed dried!,Appleweed dried!
APPLY,Apply,適用する
SoothingPaste_DismantleActions[0].ActionName,Apply,Apply
GardenPlot_CardInteractions[2].ActionName,Apply Fungicide,Apply Fungicide
MushroomBed_CardInteractions[2].ActionName,Apply Fungicide,Apply Fungicide
BasicWoundTreatment_Obj2_EquipLichenInAWound_ObjectiveDescription,Apply Healer's Moss to a Wound,Apply Healer's Moss to a Wound
BasicWoundTreatment_Sub2_EquipLichenInAWound_QuestTitle,Apply Healer's Moss to a Wound,Apply Healer's Moss to a Wound
BasicWoundTreatment_Obj3_ApplyRiverPoulticeToDressing_ObjectiveDescription,Apply Healing Ointment to Wound,Apply Healing Ointment to Wound
BasicWoundTreatment_Sub3_ApplyRiverPoulticeToDressing_QuestTitle,Apply Healing Ointment to Wound,Apply Healing Ointment to Wound
GardenPlot_CardInteractions[1].ActionName,Apply Insecticide,Apply Insecticide
MushroomBed_CardInteractions[1].ActionName,Apply Insecticide,Apply Insecticide
FractureAndSprainTreatment_Obj2_ApplyARiverPoulticeToTheSplint_ObjectiveDescription,Apply Soothing Ointment to Wound,Apply Soothing Ointment to Wound
FractureAndSprainTreatment_Sub2_ApplyARiverPoulticeToTheSplint_QuestTitle,Apply Soothing Ointment to Wound,Apply Soothing Ointment to Wound
BasicCooking_Obj1_CombineVegetablesAndFishOrMeatInAClayBowl_ObjectiveDescription,Apply hot Fat or Garlic to a Food Item,Apply hot Fat or Garlic to a Food Item
BasicCooking_Sub1_CombineVegetablesAndFishOrMeatInAClayBowl_QuestTitle,Apply hot Fat or Garlic to a Food Item,Apply hot Fat or Garlic to a Food Item
BasicCooking_Obj3_ApplyHotFatToAFoodItem_ObjectiveDescription,Apply hot Fat to a Food Item,Apply hot Fat to a Food Item
BasicCooking_Sub3_ApplyHotFatToAFoodItem_QuestTitle,Apply hot Fat to a Food Item,Apply hot Fat to a Food Item
MudPile_DismantleActions[1].ActionName,Apply to Body,Apply to Body
HealingOintment_CardInteractions[0].ActionName,Apply to Wound,Apply to Wound
SoothingOintment_CardInteractions[0].ActionName,Apply to Wound,Apply to Wound
W_ArmLacerationLStitched_CookingRecipes[0].CustomCookingText,Applying pressure.,Applying pressure.
W_ArmLacerationL_CookingRecipes[0].CustomCookingText,Applying pressure.,Applying pressure.
W_ArmLacerationRStitched_CookingRecipes[0].CustomCookingText,Applying pressure.,Applying pressure.
W_ArmLacerationR_CookingRecipes[0].CustomCookingText,Applying pressure.,Applying pressure.
W_LegLacerationLStitched_CookingRecipes[0].CustomCookingText,Applying pressure.,Applying pressure.
W_LegLacerationL_CookingRecipes[0].CustomCookingText,Applying pressure.,Applying pressure.
W_LegLacerationRStitched_CookingRecipes[0].CustomCookingText,Applying pressure.,Applying pressure.
W_LegLacerationR_CookingRecipes[0].CustomCookingText,Applying pressure.,Applying pressure.
Skill_Archery_GameName,Archery,Archery
DELETE_CONFIRM,Are you sure you want to delete?\n,Are you sure you want to delete?\n
WaterLevelVisible_Statuses[3].Description,Area is flooded and starting to get dangerous.,地域は浸水し、危険な状態になり始めている。
Event_FloodDamageAreWasFlooded_CardName,Area was Flooded,Area was Flooded
Burns_Statuses[4].Description,Arghhh!,Arghhh!
Wounds_Statuses[4].Description,Arghhh!!!,Arghhh!!!
W_ArmFractureL_CardName,Arm Fracture,Arm Fracture
W_ArmFractureR_CardName,Arm Fracture,Arm Fracture
eTag_WArmFractureL_InGameName,Arm Fracture,Arm Fracture
eTag_WArmFractureR_InGameName,Arm Fracture,Arm Fracture
W_ArmLacerationL_CardName,Arm Laceration,Arm Laceration
W_ArmLacerationRStitched_CardName,Arm Laceration,Arm Laceration
W_ArmLacerationR_CardName,Arm Laceration,Arm Laceration
eTag_WArmLacerationL_InGameName,Arm Laceration,Arm Laceration
eTag_WArmLacerationR_InGameName,Arm Laceration,Arm Laceration
Armor_GameName,Armor,Armor
tag_Arrows_InGameName,Arrows,Arrows
ImmuneSystem_Statuses[6].GameName,Artificially Strong Immune System,Artificially Strong Immune System
Event_WillOWisp_RiverClearing_CardDescription,"As you push through the last of the dense undergrowth, you stumble into a clearing by a river. The starlight here is just enough to reveal your surroundings. As you take in your new environment, you suddenly notice that the will-o'-the-wisp that led you here has vanished without a trace. \n\nYour breath is visible in the cold night air: you should act quickly if you want to survive the night. Starting a fire is now your only chance for salvation.",生い茂る下草をかき分けて進むと、川沿いの空き地に出る。星明かりが周囲を照らしている。新しい環境を見ているうちに、自分をここまで導いてくれたウィスプ が跡形もなく消えていることに気づく。\n\n冷たい夜空に息が見える。この夜を生き延びたいなら、素早く行動すべきだ。火をおこすことが、いまや救われる唯一の機会だ。
Ash_CardName,Ash,Ash
CampfireExtinguished_SpecialDurability1.CardStatName,Ash Amount,Ash Amount
Campfire_SpecialDurability1.CardStatName,Ash Amount,Ash Amount
FireplaceExtinguished_SpecialDurability1.CardStatName,Ash Amount,Ash Amount
Fireplace_SpecialDurability1.CardStatName,Ash Amount,Ash Amount
HearthAwakenedExtinguished_SpecialDurability1.CardStatName,Ash Amount,Ash Amount
HearthAwakened_SpecialDurability1.CardStatName,Ash Amount,Ash Amount
HearthExtinguished_SpecialDurability1.CardStatName,Ash Amount,Ash Amount
Hearth_SpecialDurability1.CardStatName,Ash Amount,Ash Amount
Event_FloodDamageAreWasFlooded_DismantleActions[0].ActionName,Assess the damage,Assess the damage
TemperatureAlert_Statuses[3].Description,At risk of frostbite.,At risk of frostbite.
TemperatureAlert_Statuses[2].Description,At risk of frostnip.,At risk of frostnip.
TemperatureAlert_Statuses[0].Description,At risk of heatstroke.,At risk of heatstroke.
Pk_3_3_Athletic_PerkName,Athletic,Athletic
Combat_EventPixie_1_Explore_F_DismantleActions[1].ActionName,Attack them,Attack them
HearthAwakenedExtinguished_SpoilageTime.CardStatName,Attunement,Attunement
HearthAwakened_SpoilageTime.CardStatName,Attunement,Attunement
HearthExtinguished_SpoilageTime.CardStatName,Attunement,Attunement
Hearth_SpoilageTime.CardStatName,Attunement,Attunement
Spirit_Badger_SpoilageTime.CardStatName,Attunement,Attunement
Spirit_Boar_SpoilageTime.CardStatName,Attunement,Attunement
Spirit_Darkness_SpoilageTime.CardStatName,Attunement,Attunement
Spirit_Deer_SpoilageTime.CardStatName,Attunement,Attunement
Spirit_Earth_SpoilageTime.CardStatName,Attunement,Attunement
Spirit_Fear_SpoilageTime.CardStatName,Attunement,Attunement
Spirit_Fire_SpoilageTime.CardStatName,Attunement,Attunement
Spirit_Flintclaw_SpoilageTime.CardStatName,Attunement,Attunement
Spirit_Fox_SpoilageTime.CardStatName,Attunement,Attunement
Spirit_Water_SpoilageTime.CardStatName,Attunement,Attunement
Spirit_Wolf_SpoilageTime.CardStatName,Attunement,Attunement
SeasonsSettings_Seasons[2].SeasonClockName,Aut.,Aut.
CHECKPOINT_MODE_DESC,Auto checkpoints that you can revert to at any point or on death.,いつでもチェックポイントに戻れる。
SeasonsSettings_Seasons[2].SeasonFullName,Autumn,Autumn
AVAILABLE,Available,利用可能
Wellbeing_Statuses[2].GameName,Average Wellbeing,並な幸福 (2)
Spirit_Fire_DismantleActions[0].ActionName,Awaken the Hearth,Awaken the Hearth
Hearth_Obj3_AwakenYourHearth_ObjectiveDescription,Awaken your Hearth,Awaken your Hearth
Hearth_Sub3_AwakenYourHearth_QuestTitle,Awaken your Hearth,Awaken your Hearth
HearthAwakenedExtinguished_CardName,Awakened Hearth,Awakened Hearth
HearthAwakened_CardName,Awakened Hearth,Awakened Hearth
tag_Axe_InGameName,Axe,Axe
Skill_AxeFighting_GameName,Axe Fighting,Axe Fighting
BLUEPRINT_RESEARCHED_TITLE,BLUEPRINT RESEARCHED,BLUEPRINT RESEARCHED
BLUEPRINT_MODELS,BLUEPRINTS,設計図
BACK,Back,戻る
eTag_Backpack_InGameName,Back,Back
tag_Backpack_InGameName,Backpack,Backpack
Wellbeing_Statuses[3].GameName,Bad Wellbeing,少し不幸 (3)
Discomfort_Description,"Bad smells, unsightly things and general filth. Lowers comfort and wellbeing, increases nausea and stress.","Bad smells, unsightly things and general filth. Lowers comfort and wellbeing, increases nausea and stress."
Agent_Badger_AgentName,Badger,Badger
Carcass_BadgerCarcass_CardName,Badger Carcass,Badger Carcass
Bp_BadgerEnchantment_CardName,Badger Enchantment,Badger Enchantment
Combat_EncounterBadger_EncounterTitle,Badger Encounter,Badger Encounter
Agent_BadgerExists_GameName,Badger Exists,Badger Exists
tag_BadgerHabitat_InGameName,Badger Habitat,Badger Habitat
Event_BadgerSpiritAngry_CardName,Badger Spirit,Badger Spirit
Event_BadgerSpiritDead_CardName,Badger Spirit,Badger Spirit
Event_BadgerSpiritLeft_CardName,Badger Spirit,Badger Spirit
LQ_SpiritBadger_CardName,Badger Spirit,Badger Spirit
Spirit_Badger_CardName,Badger Spirit,Badger Spirit
BadgerUrge_GameName,Badger Urge,Badger Urge
BadgerUrge_Statuses[0].GameName,Badger Urge,Badger Urge
BadgerUrge_Statuses[1].GameName,Badger Urge,Badger Urge
BadgerUrge_Statuses[2].GameName,Badger Urge,Badger Urge
BadgerDefeated_GameName,BadgerDefeated,BadgerDefeated
tag_Bag_InGameName,Bag,Bag
tag_Bait_InGameName,Bait,Bait
Oven_CookingRecipes[9].ActionName,Bake,Bake
OvenExtinguished_CookingRecipes[0].ActionName,Bake Bread,Bake Bread
OvenExtinguished_CookingRecipes[1].ActionName,Bake Bread,Bake Bread
Oven_CookingRecipes[6].ActionName,Bake Bread,Bake Bread
Oven_CookingRecipes[7].ActionName,Bake Bread,Bake Bread
IntermediateBaking_Obj2_BakeALoafOfBread_ObjectiveDescription,Bake a Loaf of Bread,Bake a Loaf of Bread
IntermediateBaking_Sub2_BakeALoafOfBread_QuestTitle,Bake a Loaf of Bread,Bake a Loaf of Bread
BasicBaking_Obj3_BakeSomeFlatbread_ObjectiveDescription,Bake some Flatbread,Bake some Flatbread
BasicBaking_Sub3_BakeSomeFlatbread_QuestTitle,Bake some Flatbread,Bake some Flatbread
tag_Bakeable_InGameName,Bakeable,Bakeable
FemaleTraits_Statuses[2].GameName,Balanced,Balanced
MaleTraits_Statuses[2].GameName,Balanced,Balanced
OLD_HealersMoss_OldHealingFactors_SpoilageTime.OnZero.ActionDescription,Bandage broke!,Bandage broke!
LESS_THAN_SUBTLE_FLAVOUR,Barely {0},Barely {0}
OakTreeLarge_FuelCapacity.CardStatName,Bark,Bark
BarkSandals_CardName,Bark Sandals,Bark Sandals
Bp_BarkSandals_CardName,Bark Sandals,Bark Sandals
W_BarrenCurse_CardName,Barren Curse,Barren Curse
W_BarrenCurse_SpecialDurability2.OnFull.ActionName,Barren Curse!,Barren Curse!
W_DarknessCurse_SpecialDurability2.OnFull.ActionName,Barren Curse!,Barren Curse!
Tab_Tools_Basic_TabName,Basic,Basic
BasicArchery_Completed_ObjectiveDescription,Basic Archery,Basic Archery
BasicArchery_Main_QuestTitle,Basic Archery,Basic Archery
BasicArchery_Completed_Event_CardName,Basic Archery Complete,Basic Archery Complete
BasicBaking_Completed_ObjectiveDescription,Basic Baking,Basic Baking
BasicBaking_Main_QuestTitle,Basic Baking,Basic Baking
BasicBaking_Completed_Event_CardName,Basic Baking Complete,Basic Baking Complete
GpTag_FeedBirdPoor_TabName,Basic Bird Feed,Basic Bird Feed
BasicBrewing_Completed_ObjectiveDescription,Basic Brewing,Basic Brewing
BasicBrewing_Main_QuestTitle,Basic Brewing,Basic Brewing
BasicBrewing_Completed_Event_CardName,Basic Brewing Complete,Basic Brewing Complete
BasicCarpentry_Completed_ObjectiveDescription,Basic Carpentry,Basic Carpentry
BasicCarpentry_Completed_ObjectiveDescription*,Basic Carpentry,Basic Carpentry
BasicCarpentry_Main_QuestTitle,Basic Carpentry,Basic Carpentry
BasicCarpentry_Main_QuestTitle*,Basic Carpentry,Basic Carpentry
BasicCarpentry_Completed_Event_CardName,Basic Carpentry Complete,Basic Carpentry Complete
BasicCarpentry_Completed_Event_CardName*,Basic Carpentry Complete,Basic Carpentry Complete
BasicCooking_Completed_ObjectiveDescription,Basic Cooking,Basic Cooking
BasicCooking_Completed_ObjectiveDescription*,Basic Cooking,Basic Cooking
BasicCooking_Main_QuestTitle,Basic Cooking,Basic Cooking
BasicCooking_Main_QuestTitle*,Basic Cooking,Basic Cooking
BasicCooking_Completed_Event_CardName,Basic Cooking Complete,Basic Cooking Complete
BasicCooking_Completed_Event_CardName*,Basic Cooking Complete,Basic Cooking Complete
IntermediateCooking_Completed_Event_CardName,Basic Cooking Complete,Basic Cooking Complete
IntermediateCooking_Completed_Event_CardName*,Basic Cooking Complete,Basic Cooking Complete
BasicFarming_Completed_ObjectiveDescription,Basic Farming,Basic Farming
BasicFarming_Completed_ObjectiveDescription*,Basic Farming,Basic Farming
BasicFarming_Main_QuestTitle,Basic Farming,Basic Farming
BasicFarming_Main_QuestTitle*,Basic Farming,Basic Farming
BasicFarming_Completed_Event_CardName,Basic Farming Complete,Basic Farming Complete
BasicFarming_Completed_Event_CardName*,Basic Farming Complete,Basic Farming Complete
BasicFishing_Completed_ObjectiveDescription,Basic Fishing,Basic Fishing
BasicFishing_Completed_ObjectiveDescription*,Basic Fishing,Basic Fishing
BasicFishing_Main_QuestTitle,Basic Fishing,Basic Fishing
BasicFishing_Main_QuestTitle*,Basic Fishing,Basic Fishing
BasicFishing_Completed_Event_CardName,Basic Fishing Complete,Basic Fishing Complete
BasicFishing_Completed_Event_CardName*,Basic Fishing Complete,Basic Fishing Complete
